sequenceID	genotype	subtype	gb_isolate	gb_country_short	gb_place_sampled	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_lab_construct	gb_host	gb_pubmed_id
KJ470598	6	e	VN5	Vietnam	-	-	-	-	false	-	25193655
KJ470600	6	a	VN53	Vietnam	-	-	-	-	false	-	25193655
KJ470601	6	e	VN55	Vietnam	-	-	-	-	false	-	25193655
KJ470604	6	p	VN64	Vietnam	-	-	-	-	false	-	25193655
KJ470605	6	a	VN70	Vietnam	-	-	-	-	false	-	25193655
KJ470606	6	l	VN83	Vietnam	-	-	-	-	false	-	25193655
KJ470608	6	a	VN9	Vietnam	-	-	-	-	false	-	25193655
KJ470609	6	a	VN93	Vietnam	-	-	-	-	false	-	25193655
KJ470610	6	a	VN98	Vietnam	-	-	-	-	false	-	25193655
KJ470611	6	a	VN99	Vietnam	-	-	-	-	false	-	25193655
KJ470620	6	-	HKP7	China	Hainan island	-	-	-	false	-	25043585
KJ470621	6	-	HKP16	China	Hainan island	-	-	-	false	-	25043585
KJ470622	6	-	HK25	China	Hainan island	-	-	-	false	-	25043585
KJ470623	6	-	HK26	China	Hainan island	-	-	-	false	-	25043585
KJ470624	6	-	HK38	China	Hainan island	-	-	-	false	-	25043585
KJ470625	6	-	HK43	China	Hainan island	-	-	-	false	-	25043585
KJ567644	6	-	6_VN139	Vietnam	-	-	-	-	false	Homo sapiens	25173194
KJ567645	6	xb	6_VN110	Vietnam	-	-	-	-	false	Homo sapiens	25173194
KJ567649	6	xc	6_TV443	Vietnam	-	-	-	-	false	Homo sapiens	25173194
KJ567650	6	xc	6_TV548	Vietnam	-	-	-	-	false	Homo sapiens	25173194
KJ567651	6	xc	6_TV520	Vietnam	-	-	-	-	false	Homo sapiens	25173194
KJ567652	6	-	6_TV566	Vietnam	-	-	-	-	false	Homo sapiens	25173194
KJ678425	6	a	ZS04	China	-	-	-	-	false	Homo sapiens	-
KJ678426	6	a	ZS100	China	-	-	-	-	false	Homo sapiens	-
KJ678427	6	a	ZS102	China	-	-	-	-	false	Homo sapiens	-
KJ678428	6	a	ZS110	China	-	-	-	-	false	Homo sapiens	-
KJ678429	6	a	ZS117	China	-	-	-	-	false	Homo sapiens	-
KJ678430	6	a	ZS122	China	-	-	-	-	false	Homo sapiens	-
KJ678431	6	a	ZS123	China	-	-	-	-	false	Homo sapiens	-
KJ678432	6	a	ZS126	China	-	-	-	-	false	Homo sapiens	-
KJ678433	6	a	ZS150	China	-	-	-	-	false	Homo sapiens	-
KJ678434	6	a	ZS153	China	-	-	-	-	false	Homo sapiens	-
KJ678435	6	a	ZS158	China	-	-	-	-	false	Homo sapiens	-
KJ678436	6	a	ZS163	China	-	-	-	-	false	Homo sapiens	-
KJ678437	6	a	ZS182	China	-	-	-	-	false	Homo sapiens	-
KJ678438	6	a	ZS187	China	-	-	-	-	false	Homo sapiens	-
KJ678439	6	a	ZS190	China	-	-	-	-	false	Homo sapiens	-
KJ678440	6	a	ZS196	China	-	-	-	-	false	Homo sapiens	-
KJ678441	6	a	ZS198	China	-	-	-	-	false	Homo sapiens	-
KJ678442	6	a	ZS205	China	-	-	-	-	false	Homo sapiens	-
KJ678443	6	a	ZS209	China	-	-	-	-	false	Homo sapiens	-
KJ678444	6	a	ZS220	China	-	-	-	-	false	Homo sapiens	-
KJ678445	6	a	ZS226	China	-	-	-	-	false	Homo sapiens	-
KJ678446	6	a	ZS241	China	-	-	-	-	false	Homo sapiens	-
KJ678447	6	a	ZS267	China	-	-	-	-	false	Homo sapiens	-
KJ678448	6	a	ZS269	China	-	-	-	-	false	Homo sapiens	-
KJ678449	6	a	ZS277	China	-	-	-	-	false	Homo sapiens	-
KJ678450	6	a	ZS27	China	-	-	-	-	false	Homo sapiens	-
KJ678451	6	a	ZS29	China	-	-	-	-	false	Homo sapiens	-
KJ678452	6	a	ZS38	China	-	-	-	-	false	Homo sapiens	-
KJ678453	6	a	ZS40	China	-	-	-	-	false	Homo sapiens	-
KJ678454	6	a	ZS43	China	-	-	-	-	false	Homo sapiens	-
KJ678455	6	a	ZS517	China	-	-	-	-	false	Homo sapiens	-
KJ678456	6	a	ZS522	China	-	-	-	-	false	Homo sapiens	-
KJ678457	6	a	ZS532	China	-	-	-	-	false	Homo sapiens	-
KJ678458	6	a	ZS547	China	-	-	-	-	false	Homo sapiens	-
KJ678459	6	a	ZS55	China	-	-	-	-	false	Homo sapiens	-
KJ678460	6	a	ZS566	China	-	-	-	-	false	Homo sapiens	-
KJ678461	6	a	ZS571	China	-	-	-	-	false	Homo sapiens	-
KJ678462	6	a	ZS575	China	-	-	-	-	false	Homo sapiens	-
KJ678463	6	a	ZS580	China	-	-	-	-	false	Homo sapiens	-
KJ678464	6	a	ZS587	China	-	-	-	-	false	Homo sapiens	-
KJ678465	6	a	ZS5	China	-	-	-	-	false	Homo sapiens	-
KJ678466	6	a	ZS601	China	-	-	-	-	false	Homo sapiens	-
KJ678467	6	a	ZS607	China	-	-	-	-	false	Homo sapiens	-
KJ678468	6	a	ZS613	China	-	-	-	-	false	Homo sapiens	-
KJ678469	6	a	ZS636	China	-	-	-	-	false	Homo sapiens	-
KJ678470	6	a	ZS63	China	-	-	-	-	false	Homo sapiens	-
KJ678471	6	a	ZS659	China	-	-	-	-	false	Homo sapiens	-
KJ678472	6	a	ZS664	China	-	-	-	-	false	Homo sapiens	-
KJ678473	6	a	ZS675	China	-	-	-	-	false	Homo sapiens	-
KJ678474	6	a	ZS677	China	-	-	-	-	false	Homo sapiens	-
KJ678475	6	a	ZS75	China	-	-	-	-	false	Homo sapiens	-
KJ678476	6	a	ZS88	China	-	-	-	-	false	Homo sapiens	-
KJ678477	6	a	ZS8	China	-	-	-	-	false	Homo sapiens	-
KJ678478	6	a	ZS98	China	-	-	-	-	false	Homo sapiens	-
KJ678479	6	a	BL03	China	-	-	-	-	false	Homo sapiens	-
KJ678480	6	a	BL04	China	-	-	-	-	false	Homo sapiens	-
KJ678481	6	a	BL06	China	-	-	-	-	false	Homo sapiens	-
KJ678482	6	a	BL113	China	-	-	-	-	false	Homo sapiens	-
KJ678483	6	a	BL115	China	-	-	-	-	false	Homo sapiens	-
KJ678484	6	a	BL118	China	-	-	-	-	false	Homo sapiens	-
KJ678485	6	a	BL122	China	-	-	-	-	false	Homo sapiens	-
KJ678486	6	a	BL134	China	-	-	-	-	false	Homo sapiens	-
KJ678487	6	a	BL13	China	-	-	-	-	false	Homo sapiens	-
KJ678488	6	a	BL141	China	-	-	-	-	false	Homo sapiens	-
KJ678489	6	a	BL148	China	-	-	-	-	false	Homo sapiens	-
KJ678490	6	a	BL157	China	-	-	-	-	false	Homo sapiens	-
KJ678491	6	a	BL158	China	-	-	-	-	false	Homo sapiens	-
KJ678492	6	a	BL163	China	-	-	-	-	false	Homo sapiens	-
KJ678493	6	a	BL164	China	-	-	-	-	false	Homo sapiens	-
KJ678494	6	a	BL165	China	-	-	-	-	false	Homo sapiens	-
KJ678495	6	a	BL167	China	-	-	-	-	false	Homo sapiens	-
KJ678496	6	a	BL168	China	-	-	-	-	false	Homo sapiens	-
KJ678497	6	a	BL171	China	-	-	-	-	false	Homo sapiens	-
KJ678498	6	a	BL18	China	-	-	-	-	false	Homo sapiens	-
KJ678499	6	a	BL193	China	-	-	-	-	false	Homo sapiens	-
KJ678500	6	a	BL198	China	-	-	-	-	false	Homo sapiens	-
KJ678501	6	a	BL199	China	-	-	-	-	false	Homo sapiens	-
KJ678502	6	a	BL200	China	-	-	-	-	false	Homo sapiens	-
KJ678503	6	a	BL213	China	-	-	-	-	false	Homo sapiens	-
KJ678504	6	a	BL21	China	-	-	-	-	false	Homo sapiens	-
KJ678505	6	a	BL224	China	-	-	-	-	false	Homo sapiens	-
KJ678506	6	a	BL228	China	-	-	-	-	false	Homo sapiens	-
KJ678507	6	a	BL229	China	-	-	-	-	false	Homo sapiens	-
KJ678508	6	a	BL237	China	-	-	-	-	false	Homo sapiens	-
KJ678509	6	a	BL26	China	-	-	-	-	false	Homo sapiens	-
KJ678510	6	a	BL272	China	-	-	-	-	false	Homo sapiens	-
KJ678511	6	a	BL288	China	-	-	-	-	false	Homo sapiens	-
KJ678512	6	a	BL290	China	-	-	-	-	false	Homo sapiens	-
KJ678513	6	a	BL297	China	-	-	-	-	false	Homo sapiens	-
KJ678514	6	a	BL298	China	-	-	-	-	false	Homo sapiens	-
KJ678515	6	a	BL32	China	-	-	-	-	false	Homo sapiens	-
KJ678516	6	a	BL350	China	-	-	-	-	false	Homo sapiens	-
KJ678517	6	a	BL351	China	-	-	-	-	false	Homo sapiens	-
KJ678518	6	a	BL353	China	-	-	-	-	false	Homo sapiens	-
KJ678519	6	a	BL356	China	-	-	-	-	false	Homo sapiens	-
KJ678520	6	a	BL35	China	-	-	-	-	false	Homo sapiens	-
KJ678521	6	a	BL361	China	-	-	-	-	false	Homo sapiens	-
KJ678522	6	a	BL36	China	-	-	-	-	false	Homo sapiens	-
KJ678523	6	a	BL377	China	-	-	-	-	false	Homo sapiens	-
KJ678524	6	a	BL379	China	-	-	-	-	false	Homo sapiens	-
KJ678525	6	a	BL39	China	-	-	-	-	false	Homo sapiens	-
KJ678526	6	a	BL45	China	-	-	-	-	false	Homo sapiens	-
KJ678527	6	a	BL46	China	-	-	-	-	false	Homo sapiens	-
KJ678528	6	a	BL47	China	-	-	-	-	false	Homo sapiens	-
KJ678529	6	a	BL48	China	-	-	-	-	false	Homo sapiens	-
KJ678530	6	a	BL52	China	-	-	-	-	false	Homo sapiens	-
KJ678531	6	a	BL54	China	-	-	-	-	false	Homo sapiens	-
KJ678532	6	a	BL57	China	-	-	-	-	false	Homo sapiens	-
KJ678533	6	a	BL60	China	-	-	-	-	false	Homo sapiens	-
KJ678534	6	a	BL67	China	-	-	-	-	false	Homo sapiens	-
KJ678535	6	a	BL85	China	-	-	-	-	false	Homo sapiens	-
KJ678536	6	a	BL87	China	-	-	-	-	false	Homo sapiens	-
KJ678537	6	a	BL88	China	-	-	-	-	false	Homo sapiens	-
KJ678538	6	a	BL89	China	-	-	-	-	false	Homo sapiens	-
KJ678539	6	a	BL91	China	-	-	-	-	false	Homo sapiens	-
KJ678540	6	a	BL95	China	-	-	-	-	false	Homo sapiens	-
KJ678541	6	a	BL96	China	-	-	-	-	false	Homo sapiens	-
KJ678542	6	a	BL98	China	-	-	-	-	false	Homo sapiens	-
KJ678543	6	a	ZJ12	China	-	-	-	-	false	Homo sapiens	-
KJ678544	6	a	ZJ15	China	-	-	-	-	false	Homo sapiens	-
KJ678545	6	a	ZJ17	China	-	-	-	-	false	Homo sapiens	-
KJ678546	6	a	ZJ1	China	-	-	-	-	false	Homo sapiens	-
KJ678547	6	a	ZJ23	China	-	-	-	-	false	Homo sapiens	-
KJ678548	6	a	ZJ29	China	-	-	-	-	false	Homo sapiens	-
KJ678549	6	a	ZJ31	China	-	-	-	-	false	Homo sapiens	-
KJ678550	6	a	ZJ34	China	-	-	-	-	false	Homo sapiens	-
KJ678551	6	a	ZJ36	China	-	-	-	-	false	Homo sapiens	-
KJ678552	6	a	ZJ39	China	-	-	-	-	false	Homo sapiens	-
KJ678553	6	a	ZJ42	China	-	-	-	-	false	Homo sapiens	-
KJ678554	6	a	ZJ43	China	-	-	-	-	false	Homo sapiens	-
KJ678555	6	a	ZJ44	China	-	-	-	-	false	Homo sapiens	-
KJ678556	6	a	ZJ46	China	-	-	-	-	false	Homo sapiens	-
KJ678557	6	a	ZJ48	China	-	-	-	-	false	Homo sapiens	-
KJ678558	6	a	ZJ51	China	-	-	-	-	false	Homo sapiens	-
KJ678559	6	a	ZJ54	China	-	-	-	-	false	Homo sapiens	-
KJ678560	6	a	ZJ57	China	-	-	-	-	false	Homo sapiens	-
KJ678561	6	a	ZJ58	China	-	-	-	-	false	Homo sapiens	-
KJ678562	6	a	ZJ59	China	-	-	-	-	false	Homo sapiens	-
KJ678563	6	a	ZJ60	China	-	-	-	-	false	Homo sapiens	-
KJ678564	6	a	ZJ63	China	-	-	-	-	false	Homo sapiens	-
KJ678565	6	a	ZJ65	China	-	-	-	-	false	Homo sapiens	-
KJ678566	6	a	ZJ68	China	-	-	-	-	false	Homo sapiens	-
KJ678567	6	a	ZJ72	China	-	-	-	-	false	Homo sapiens	-
KJ678568	6	a	ZJ75	China	-	-	-	-	false	Homo sapiens	-
KJ678569	6	a	ZJ76	China	-	-	-	-	false	Homo sapiens	-
KJ678570	6	a	ZJ78	China	-	-	-	-	false	Homo sapiens	-
KJ678571	6	a	ZJ81	China	-	-	-	-	false	Homo sapiens	-
KJ678572	6	a	ZJ82	China	-	-	-	-	false	Homo sapiens	-
KJ678573	6	a	ZJ84	China	-	-	-	-	false	Homo sapiens	-
KJ678574	6	a	ZJ87	China	-	-	-	-	false	Homo sapiens	-
KJ678575	6	a	ZJ88	China	-	-	-	-	false	Homo sapiens	-
KJ678576	6	a	ZJ91	China	-	-	-	-	false	Homo sapiens	-
KJ678577	6	a	ZJ96	China	-	-	-	-	false	Homo sapiens	-
KJ678578	6	a	ZJ99	China	-	-	-	-	false	Homo sapiens	-
KJ678579	6	a	ZS04	China	-	-	-	-	false	Homo sapiens	-
KJ678580	6	a	ZS100	China	-	-	-	-	false	Homo sapiens	-
KJ678581	6	a	ZS102	China	-	-	-	-	false	Homo sapiens	-
KJ678582	6	a	ZS110	China	-	-	-	-	false	Homo sapiens	-
KJ678583	6	a	ZS117	China	-	-	-	-	false	Homo sapiens	-
KJ678584	6	a	ZS122	China	-	-	-	-	false	Homo sapiens	-
KJ678585	6	a	ZS123	China	-	-	-	-	false	Homo sapiens	-
KJ678586	6	a	ZS126	China	-	-	-	-	false	Homo sapiens	-
KJ678587	6	a	ZS150	China	-	-	-	-	false	Homo sapiens	-
KJ678588	6	a	ZS153	China	-	-	-	-	false	Homo sapiens	-
KJ678589	6	a	ZS158	China	-	-	-	-	false	Homo sapiens	-
KJ678590	6	a	ZS163	China	-	-	-	-	false	Homo sapiens	-
KJ678591	6	a	ZS182	China	-	-	-	-	false	Homo sapiens	-
KJ678592	6	a	ZS187	China	-	-	-	-	false	Homo sapiens	-
KJ678593	6	a	ZS190	China	-	-	-	-	false	Homo sapiens	-
KJ678594	6	a	ZS196	China	-	-	-	-	false	Homo sapiens	-
KJ678595	6	a	ZS198	China	-	-	-	-	false	Homo sapiens	-
KJ678596	6	a	ZS205	China	-	-	-	-	false	Homo sapiens	-
KJ678597	6	a	ZS209	China	-	-	-	-	false	Homo sapiens	-
KJ678598	6	a	ZS220	China	-	-	-	-	false	Homo sapiens	-
KJ678599	6	a	ZS226	China	-	-	-	-	false	Homo sapiens	-
KJ678600	6	a	ZS241	China	-	-	-	-	false	Homo sapiens	-
KJ678601	6	a	ZS267	China	-	-	-	-	false	Homo sapiens	-
KJ678602	6	a	ZS269	China	-	-	-	-	false	Homo sapiens	-
KJ678603	6	a	ZS277	China	-	-	-	-	false	Homo sapiens	-
KJ678604	6	a	ZS27	China	-	-	-	-	false	Homo sapiens	-
KJ678605	6	a	ZS29	China	-	-	-	-	false	Homo sapiens	-
KJ678606	6	a	ZS38	China	-	-	-	-	false	Homo sapiens	-
KJ678607	6	a	ZS40	China	-	-	-	-	false	Homo sapiens	-
KJ678608	6	a	ZS43	China	-	-	-	-	false	Homo sapiens	-
KJ678609	6	a	ZS517	China	-	-	-	-	false	Homo sapiens	-
KJ678610	6	a	ZS522	China	-	-	-	-	false	Homo sapiens	-
KJ678611	6	a	ZS532	China	-	-	-	-	false	Homo sapiens	-
KJ678612	6	a	ZS547	China	-	-	-	-	false	Homo sapiens	-
KJ678613	6	a	ZS55	China	-	-	-	-	false	Homo sapiens	-
KJ678614	6	a	ZS566	China	-	-	-	-	false	Homo sapiens	-
KJ678615	6	a	ZS571	China	-	-	-	-	false	Homo sapiens	-
KJ678616	6	a	ZS575	China	-	-	-	-	false	Homo sapiens	-
KJ678617	6	a	ZS580	China	-	-	-	-	false	Homo sapiens	-
KJ678618	6	a	ZS587	China	-	-	-	-	false	Homo sapiens	-
KJ678619	6	a	ZS5	China	-	-	-	-	false	Homo sapiens	-
KJ678620	6	a	ZS601	China	-	-	-	-	false	Homo sapiens	-
KJ678621	6	a	ZS607	China	-	-	-	-	false	Homo sapiens	-
KJ678622	6	a	ZS613	China	-	-	-	-	false	Homo sapiens	-
KJ678623	6	a	ZS636	China	-	-	-	-	false	Homo sapiens	-
KJ678624	6	a	ZS63	China	-	-	-	-	false	Homo sapiens	-
KJ678625	6	a	ZS659	China	-	-	-	-	false	Homo sapiens	-
KJ678626	6	a	ZS664	China	-	-	-	-	false	Homo sapiens	-
KJ678627	6	a	ZS675	China	-	-	-	-	false	Homo sapiens	-
KJ678628	6	a	ZS677	China	-	-	-	-	false	Homo sapiens	-
KJ678629	6	a	ZS75	China	-	-	-	-	false	Homo sapiens	-
KJ678630	6	a	ZS88	China	-	-	-	-	false	Homo sapiens	-
KJ678631	6	a	ZS8	China	-	-	-	-	false	Homo sapiens	-
KJ678632	6	a	ZS98	China	-	-	-	-	false	Homo sapiens	-
KJ678633	6	a	BL03	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678634	6	a	BL04	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678635	6	a	BL06	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678636	6	a	BL113	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678637	6	a	BL115	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678638	6	a	BL118	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678639	6	a	BL122	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678640	6	a	BL134	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678641	6	a	BL13	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678642	6	a	BL141	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678643	6	a	BL148	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678644	6	a	BL157	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678645	6	a	BL158	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678646	6	a	BL163	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678647	6	a	BL164	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678648	6	a	BL165	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678649	6	a	BL167	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678650	6	a	BL168	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678651	6	a	BL171	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678652	6	a	BL18	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678653	6	a	BL193	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678654	6	a	BL198	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678655	6	a	BL199	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678656	6	a	BL200	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678657	6	a	BL213	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678658	6	a	BL21	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678659	6	a	BL224	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678660	6	a	BL228	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678661	6	a	BL229	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678662	6	a	BL237	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678663	6	a	BL26	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678664	6	a	BL272	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678665	6	a	BL288	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678666	6	a	BL290	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678667	6	a	BL297	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678668	6	a	BL298	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678669	6	a	BL32	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678670	6	a	BL350	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678671	6	a	BL351	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678672	6	a	BL353	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678673	6	a	BL356	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678674	6	a	BL35	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678675	6	a	BL361	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678676	6	a	BL36	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678677	6	a	BL377	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678678	6	a	BL379	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678679	6	a	BL39	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678680	6	a	BL45	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678681	6	a	BL46	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678682	6	a	BL47	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678683	6	a	BL48	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678684	6	a	BL52	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678685	6	a	BL54	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678686	6	a	BL57	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678687	6	a	BL60	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678688	6	a	BL67	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678689	6	a	BL85	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678690	6	a	BL87	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678691	6	a	BL88	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678692	6	a	BL89	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678693	6	a	BL91	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678694	6	a	BL95	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678695	6	a	BL96	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678696	6	a	BL98	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678697	6	a	ZJ12	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678698	6	a	ZJ15	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678699	6	a	ZJ17	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678700	6	a	ZJ1	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678701	6	a	ZJ23	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678702	6	a	ZJ29	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678703	6	a	ZJ31	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678704	6	a	ZJ34	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678705	6	a	ZJ36	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678706	6	a	ZJ39	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678707	6	a	ZJ42	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678708	6	a	ZJ43	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678709	6	a	ZJ44	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678710	6	a	ZJ46	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678711	6	a	ZJ48	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678712	6	a	ZJ51	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678713	6	a	ZJ54	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678714	6	a	ZJ57	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678715	6	a	ZJ58	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678716	6	a	ZJ59	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678717	6	a	ZJ60	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678718	6	a	ZJ63	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678719	6	a	ZJ65	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678720	6	a	ZJ68	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678721	6	a	ZJ72	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678722	6	a	ZJ75	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678723	6	a	ZJ76	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678724	6	a	ZJ78	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678725	6	a	ZJ81	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678726	6	a	ZJ82	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678727	6	a	ZJ84	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678728	6	a	ZJ87	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678729	6	a	ZJ88	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678730	6	a	ZJ91	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678731	6	a	ZJ96	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678732	6	a	ZJ99	China	Zhijing, Guangdong	-	-	-	false	Homo sapiens	-
KJ678740	6	a	BL143	China	-	-	-	-	false	Homo sapiens	-
KJ678742	6	a	BL336	China	-	-	-	-	false	Homo sapiens	-
KJ678743	6	a	BL89	China	-	-	-	-	false	Homo sapiens	-
KJ678744	6	a	BL120	China	-	-	-	-	false	Homo sapiens	-
KJ678745	6	a	BL37	China	-	-	-	-	false	Homo sapiens	-
KJ678746	6	a	FS1	China	Foshan, Guangdong	-	-	-	false	Homo sapiens	-
KJ678747	6	a	FS12	China	Foshan, Guangdong	-	-	-	false	Homo sapiens	-
KJ678748	6	a	FS13	China	Foshan, Guangdong	-	-	-	false	Homo sapiens	-
KJ678749	6	a	FS14	China	Foshan, Guangdong	-	-	-	false	Homo sapiens	-
KJ678750	6	a	FS3	China	Foshan, Guangdong	-	-	-	false	Homo sapiens	-
KJ678751	6	a	FS6	China	Foshan, Guangdong	-	-	-	false	Homo sapiens	-
KJ678752	6	a	GB14	China	Guangzhou	-	-	-	false	Homo sapiens	-
KJ678753	6	a	GB26	China	Guangzhou	-	-	-	false	Homo sapiens	-
KJ678754	6	a	gb28	China	Guangzhou Zity	-	-	-	false	Homo sapiens	-
KJ678755	6	a	GB9	China	Guangzhou	-	-	-	false	Homo sapiens	-
KJ678756	6	a	GZ0012	China	Guangzhou	-	-	-	false	Homo sapiens	-
KJ678757	6	a	GZ0020	China	Guangzhou	-	-	-	false	Homo sapiens	-
